song_id,spotify_title,spotify_artist,emotion,score
382,"not a lot, just forever",Adrianne Lenker,trust,0.016555023923444975
382,"not a lot, just forever",Adrianne Lenker,anger,0.007320574162679425
382,"not a lot, just forever",Adrianne Lenker,anticipation,0.010875598086124403
382,"not a lot, just forever",Adrianne Lenker,sadness,0.006430622009569379
382,"not a lot, just forever",Adrianne Lenker,fear,0.005832535885167464
382,"not a lot, just forever",Adrianne Lenker,disgust,0.0031387559808612442
64,Bed Chem,Sabrina Carpenter,fear,0.004990740740740741
64,Bed Chem,Sabrina Carpenter,joy,0.020034722222222225
64,Bed Chem,Sabrina Carpenter,trust,0.019233796296296297
64,Bed Chem,Sabrina Carpenter,anger,0.006787037037037037
64,Bed Chem,Sabrina Carpenter,anticipation,0.014668981481481482
64,Bed Chem,Sabrina Carpenter,surprise,0.004342592592592593
64,Bed Chem,Sabrina Carpenter,sadness,0.007761574074074075
64,Bed Chem,Sabrina Carpenter,disgust,0.005648148148148148
66,Sports car,Tate McRae,anger,0.0035191256830601095
66,Sports car,Tate McRae,disgust,0.008046448087431693
66,Sports car,Tate McRae,fear,0.00273224043715847
66,Sports car,Tate McRae,sadness,0.0088551912568306
66,Sports car,Tate McRae,joy,0.0073469945355191255
66,Sports car,Tate McRae,anticipation,0.010248633879781421
66,Sports car,Tate McRae,trust,0.017120218579234972
66,Sports car,Tate McRae,surprise,0.000598360655737705
67,Fade Into You,Mazzy Star,joy,0.031531468531468536
67,Fade Into You,Mazzy Star,trust,0.03358741258741259
67,Fade Into You,Mazzy Star,anger,0.0015874125874125874
67,Fade Into You,Mazzy Star,fear,0.006776223776223777
67,Fade Into You,Mazzy Star,sadness,0.0028601398601398598
67,Fade Into You,Mazzy Star,surprise,0.023349650349650346
91,Poker Face,Lady Gaga,trust,0.031381057268722465
91,Poker Face,Lady Gaga,anger,0.007398678414096916
91,Poker Face,Lady Gaga,joy,0.022909691629955944
91,Poker Face,Lady Gaga,anticipation,0.009444933920704847
